id,names,amount
447,Tim,97
56,Ray,-1409
231,Hannah,8
281,Hannah,-2
57,Xavier,2774
283,Oliver,-1363
375,George,3
135,Jerry,1536
275,Oliver,723
320,Quinn,7
175,Ursula,9101
63,Alice,893
260,Tim,2652
180,George,534
314,Dan,703
57,Xavier,3072
340,Charlie,3743
129,Bob,531
409,Zelda,833
164,Ray,923
1,Alice,1549
458,Charlie,753
349,Jerry,461
154,George,669
309,Norbert,375
16,Michael,807
307,Ray,873
432,Ingrid,2158
236,Tim,5206
340,Charlie,3289
319,Quinn,754
474,Xavier,119
126,Laura,-39
24,Dan,-25
267,Zelda,37
88,Ray,16
171,Xavier,6323
210,Dan,3704
479,Michael,682
222,Ingrid,1564
82,George,464
261,Victor,294
180,George,496
391,Ursula,796
12,Hannah,4177
3,Tim,6333
224,Hannah,-4
194,Ursula,144
123,Michael,-42
109,Kevin,-671
234,Bob,1823
156,Oliver,6609
113,Ray,-55
233,Frank,120
122,Frank,1148
171,Xavier,6094
32,George,1044
166,Xavier,3680
191,Tim,31
337,Laura,11
363,Norbert,54
272,Hannah,327
1,Alice,1352
191,Tim,23
6,Quinn,322
310,Wendy,2058
82,George,436
77,Xavier,-686
145,Ray,1446
35,Bob,1102
222,Ingrid,1641
445,Dan,157
453,Dan,3134
57,Xavier,3036
169,Patricia,6
409,Zelda,874
24,Dan,-42
381,Bob,3044
10,Tim,-129
329,Zelda,608
459,Frank,4895
369,Hannah,252
299,Kevin,207
108,Quinn,2596
223,Jerry,3966
32,George,910
482,Dan,2289
182,Charlie,677
27,Quinn,4642
222,Ingrid,1690
427,Edith,2461
459,Frank,5292
90,Wendy,473
413,Michael,-271
63,Alice,802
180,George,463
315,Ray,9
101,Ingrid,2173
420,George,102
419,Dan,1150
57,Xavier,2811
299,Kevin,206
309,Norbert,372
126,Laura,-121
373,Jerry,1037
77,Xavier,-603
125,Yvonne,25
375,George,-75
139,Charlie,103
431,Oliver,371
419,Dan,1091
376,Ray,201
13,Tim,687
432,Ingrid,2591
10,Tim,-84
425,Xavier,924
68,Norbert,38
261,Victor,296
422,Wendy,639
245,Hannah,1429
450,Jerry,2250
125,Yvonne,82
384,Victor,9
391,Ursula,843
79,Norbert,1375
370,Sarah,349
109,Kevin,-681
376,Ray,179
36,George,-3
191,Tim,25
479,Michael,918
126,Laura,-49
17,Oliver,3606
358,Ingrid,1954
27,Quinn,4507
372,Dan,541
228,Norbert,4662
495,Bob,2
109,Kevin,-628
23,Charlie,1921
129,Bob,533
340,Charlie,3436
492,Dan,-101
118,Edith,343
8,Hannah,586
45,Oliver,616
171,Xavier,6385
473,Frank,506
321,Ingrid,979
424,Oliver,1050
490,Ray,1767
24,Dan,-36
160,Frank,14941
40,Bob,3295
271,Sarah,4329
330,Dan,1897
56,Ray,-1011
19,Frank,977
372,Dan,561
284,Sarah,869
1,Alice,1527
413,Michael,-243
424,Oliver,965
192,Oliver,1303
312,Charlie,10754
184,Xavier,7650
84,Ingrid,8
227,Edith,480
46,Xavier,41
171,Xavier,6266
329,Zelda,547
114,Ray,509
499,Yvonne,111
254,Xavier,347
109,Kevin,-669
272,Hannah,318
381,Bob,3310
450,Jerry,2576
341,Bob,65
261,Victor,283
280,Ingrid,-371
79,Norbert,1427
57,Xavier,2906
415,Frank,1436
56,Ray,-1178
105,Zelda,1186
257,Bob,1005
7,Tim,616
462,Yvonne,546
184,Xavier,8024
353,Patricia,244
271,Sarah,4648
275,Oliver,781
213,Bob,1395
495,Bob,-13
338,Zelda,162
192,Oliver,1189
108,Quinn,2669
330,Dan,1968
90,Wendy,478
479,Michael,915
113,Ray,-76
373,Jerry,1373
191,Tim,31
418,Hannah,351
351,Sarah,60
126,Laura,-116
238,Sarah,936
391,Ursula,780
182,Charlie,695
166,Xavier,3604
16,Michael,941
223,Jerry,3915
183,Edith,1782
10,Tim,-128
86,Xavier,344
271,Sarah,4652
10,Tim,-55
228,Norbert,4635
334,Patricia,456
417,Jerry,1752
178,Wendy,915
275,Oliver,739
329,Zelda,562
473,Frank,478
32,George,917
8,Hannah,566
363,Norbert,51
459,Frank,3481
49,Charlie,1375
298,Dan,2187
260,Tim,2528
160,Frank,14797
142,Wendy,376
129,Bob,558
193,Frank,1371
198,Ursula,589
57,Xavier,2990
299,Kevin,225
323,George,4990
375,George,-76
60,Edith,6129
450,Jerry,2384
198,Ursula,710
419,Dan,1240
86,Xavier,364
361,Ray,1477
190,Hannah,-8
84,Ingrid,11
373,Jerry,1378
409,Zelda,814
59,Alice,682
103,Frank,676
45,Oliver,615
312,Charlie,9941
261,Victor,297
284,Sarah,926
474,Xavier,139
109,Kevin,-731
319,Quinn,689
350,Kevin,5570
165,George,1292
193,Frank,1238
420,George,108
280,Ingrid,-429
201,Charlie,80
245,Hannah,1601
154,George,731
459,Frank,4464
81,Victor,1859
159,Oliver,168
418,Hannah,239
381,Bob,3150
405,Quinn,566
191,Tim,26
191,Tim,25
369,Hannah,271
198,Ursula,714
239,Patricia,2270
191,Tim,29
240,Tim,843
280,Ingrid,-487
185,Quinn,110
384,Victor,16
113,Ray,-10
445,Dan,157
499,Yvonne,106
73,Xavier,-1104
160,Frank,15881
110,Oliver,1963
112,Zelda,3761
360,Ray,312
4,Dan,-76
375,George,-37
372,Dan,522
143,Wendy,349
75,Ray,22
328,Ray,-252
465,Kevin,224
132,Quinn,3616
68,Norbert,38
208,Zelda,1613
276,Laura,1986
459,Frank,4555
13,Tim,655
437,Norbert,-511
272,Hannah,326
282,Victor,162
445,Dan,143
90,Wendy,538
172,Alice,16
321,Ingrid,1159
498,Tim,1291
419,Dan,1217
95,Ingrid,3576
129,Bob,589
314,Dan,791
10,Tim,-131
300,Patricia,1729
443,Jerry,25
320,Quinn,9
351,Sarah,-37
299,Kevin,216
187,Kevin,-138
160,Frank,14312
129,Bob,542
231,Hannah,5
180,George,467
22,Bob,158
419,Dan,1027
210,Dan,3857
413,Michael,-276
22,Bob,130
482,Dan,2065
171,Xavier,6001
82,George,428
148,Tim,142
405,Quinn,544
182,Charlie,659
113,Ray,111
109,Kevin,-555
228,Norbert,4760
369,Hannah,259
422,Wendy,739
286,Bob,8
374,Kevin,1111
424,Oliver,1060
57,Xavier,3012
391,Ursula,876
286,Bob,8
358,Ingrid,2197
224,Hannah,-3
329,Zelda,570
439,Michael,25
190,Hannah,30
181,Ursula,753
223,Jerry,4012
320,Quinn,7
260,Tim,2898
348,Hannah,1
373,Jerry,802
125,Yvonne,-43
240,Tim,753
284,Sarah,752
354,Kevin,1393
116,Sarah,246
316,Patricia,227
73,Xavier,-1302
199,Alice,1918
465,Kevin,154
72,Tim,276
79,Norbert,1265
19,Frank,827
435,Alice,-667
87,Xavier,2359
185,Quinn,141
316,Patricia,181
240,Tim,783
182,Charlie,676
297,Alice,1029
304,Zelda,-405
297,Alice,942
340,Charlie,3742
101,Ingrid,2311
95,Ingrid,3667
248,Oliver,3198
459,Frank,4838
332,Zelda,302
351,Sarah,23
374,Kevin,1051
465,Kevin,251
482,Dan,2317
180,George,485
382,Charlie,141
82,George,464
261,Victor,270
257,Bob,833
455,Yvonne,124
160,Frank,14316
70,Sarah,551
60,Edith,5727
380,Tim,1501
327,Laura,-48
135,Jerry,1616
370,Sarah,528
419,Dan,1151
95,Ingrid,3774
358,Ingrid,2571
83,Zelda,6166
95,Ingrid,3191
272,Hannah,391
133,George,2182
233,Frank,129
383,Jerry,2220
329,Zelda,512
29,Norbert,716
455,Yvonne,412
145,Ray,1150
208,Zelda,1666
372,Dan,624
473,Frank,522
208,Zelda,1626
145,Ray,1172
187,Kevin,-173
311,Laura,101
424,Oliver,1060
86,Xavier,335
349,Jerry,440
342,Laura,1859
439,Michael,139
361,Ray,1393
443,Jerry,47
145,Ray,1291
352,Ray,701
139,Charlie,101
271,Sarah,4458
489,George,23
116,Sarah,272
205,Quinn,203
312,Charlie,10469
199,Alice,2051
450,Jerry,2581
297,Alice,1066
34,Norbert,464
356,Victor,1363
13,Tim,624
56,Ray,-1164
253,Quinn,-803
381,Bob,3034
363,Norbert,72
142,Wendy,410
420,George,107
404,Xavier,3692
391,Ursula,816
370,Sarah,422
340,Charlie,3374
171,Xavier,6363
391,Ursula,855
28,Norbert,-7629
286,Bob,6
39,Hannah,1294
210,Dan,3495
473,Frank,554
267,Zelda,-134
90,Wendy,508
461,Michael,2551
115,Charlie,-201
63,Alice,944
23,Charlie,2207
19,Frank,899
108,Quinn,2790
234,Bob,1819
117,Edith,331
443,Jerry,-13
260,Tim,2841
228,Norbert,4605
210,Dan,3723
237,Norbert,5134
473,Frank,487
245,Hannah,1594
95,Ingrid,3720
280,Ingrid,-283
113,Ray,122
181,Ursula,739
57,Xavier,2897
240,Tim,624
129,Bob,546
408,Laura,6
280,Ingrid,-184
94,Bob,229
255,Patricia,123
222,Ingrid,1457
260,Tim,2439
56,Ray,-1066
39,Hannah,1642
27,Quinn,4014
178,Wendy,935
203,Edith,5124
317,Norbert,95
445,Dan,146
125,Yvonne,-29
34,Norbert,490
271,Sarah,4475
312,Charlie,9844
413,Michael,-293
375,George,-27
90,Wendy,460
84,Ingrid,6
227,Edith,469
321,Ingrid,1090
275,Oliver,723
154,George,814
19,Frank,811
59,Alice,648
399,George,-98
132,Quinn,4197
297,Alice,1001
1,Alice,1381
260,Tim,2660
185,Quinn,135
409,Zelda,824
43,Frank,696
363,Norbert,46
84,Ingrid,8
36,George,367
191,Tim,32
210,Dan,3893
241,Oliver,2457
146,Jerry,2585
10,Tim,-91
492,Dan,-41
275,Oliver,724
495,Bob,129
120,Norbert,-435
416,Bob,1128
210,Dan,3942
214,Xavier,1501
108,Quinn,2655
438,Oliver,2
246,Patricia,3121
445,Dan,151
259,Hannah,2009
253,Quinn,-625
216,George,972
453,Dan,3222
222,Ingrid,1467
261,Victor,337
222,Ingrid,1590
101,Ingrid,2405
483,Hannah,321
274,Kevin,3026
86,Xavier,338
95,Ingrid,3655
373,Jerry,889
286,Bob,4
70,Sarah,440
374,Kevin,1214
260,Tim,2675
309,Norbert,419
363,Norbert,57
32,George,957
45,Oliver,522
247,Bob,125
432,Ingrid,2402
284,Sarah,845
118,Edith,523
85,Charlie,574
82,George,464
109,Kevin,-702
39,Hannah,1149
17,Oliver,3459
393,George,194
154,George,975
408,Laura,6
180,George,495
118,Edith,429
191,Tim,30
358,Ingrid,2497
459,Frank,5585
415,Frank,1290
253,Quinn,-711
153,Edith,658
84,Ingrid,11
171,Xavier,6597
326,Ingrid,1199
439,Michael,81
416,Bob,1043
197,Oliver,-145
33,George,6631
294,Ursula,2840
36,George,256
175,Ursula,8452
90,Wendy,452
479,Michael,557
432,Ingrid,2219
41,Ursula,4781
210,Dan,3686
319,Quinn,655
151,Jerry,-2182
69,Patricia,2021
474,Xavier,300
312,Charlie,9517
13,Tim,655
60,Edith,5304
82,George,438
33,George,6695
82,George,445
206,Victor,1455
187,Kevin,-164
275,Oliver,682
109,Kevin,-689
322,Ingrid,1432
131,Ray,1043
353,Patricia,236
430,Patricia,195
140,Zelda,1316
178,Wendy,823
213,Bob,1553
29,Norbert,718
192,Oliver,1197
139,Charlie,101
151,Jerry,-2233
60,Edith,5776
386,Oliver,102
370,Sarah,469
109,Kevin,-692
383,Jerry,2247
56,Ray,-1249
51,Wendy,564
317,Norbert,68
254,Xavier,320
70,Sarah,360
183,Edith,1930
420,George,112
82,George,428
479,Michael,744
447,Tim,135
340,Charlie,3475
409,Zelda,812
223,Jerry,4097
445,Dan,150
433,Alice,5946
280,Ingrid,-119
233,Frank,112
233,Frank,101
10,Tim,-109
56,Ray,-978
166,Xavier,3409
151,Jerry,-2223
383,Jerry,2280
473,Frank,490
238,Sarah,1019
404,Xavier,3706
57,Xavier,3096
271,Sarah,4698
257,Bob,817
272,Hannah,322
450,Jerry,2725
77,Xavier,-779
24,Dan,-36
225,Michael,338
319,Quinn,910
284,Sarah,814
245,Hannah,1469
137,Michael,99
320,Quinn,6
54,Michael,36
68,Norbert,39
375,George,-40
178,Wendy,749
95,Ingrid,3404
479,Michael,783
391,Ursula,756
45,Oliver,611
216,George,841
445,Dan,156
255,Patricia,119
185,Quinn,112
63,Alice,910
116,Sarah,243
408,Laura,7
377,Ursula,5397
8,Hannah,617
415,Frank,1812
124,Zelda,-38
19,Frank,624
389,Quinn,1218
132,Quinn,4058
191,Tim,24
45,Oliver,765
160,Frank,14501
288,Kevin,8130
340,Charlie,3551
375,George,-22
473,Frank,488
297,Alice,979
224,Hannah,-4
251,Ursula,-27
154,George,422
255,Patricia,117
374,Kevin,859
34,Norbert,505
343,Dan,-8
458,Charlie,739
184,Xavier,7379
358,Ingrid,2272
310,Wendy,2025
271,Sarah,4618
451,Jerry,2618
178,Wendy,733
453,Dan,3100
56,Ray,-1136
347,Victor,1466
8,Hannah,586
84,Ingrid,15
70,Sarah,413
432,Ingrid,2148
63,Alice,803
450,Jerry,2635
374,Kevin,1512
206,Victor,1657
57,Xavier,2901
380,Tim,1828
83,Zelda,7083
297,Alice,966
299,Kevin,243
237,Norbert,5723
416,Bob,1103
167,Zelda,-74
361,Ray,1417
299,Kevin,224
178,Wendy,871
184,Xavier,7516
191,Tim,30
363,Norbert,75
275,Oliver,743
144,Patricia,5993
419,Dan,1147
306,Wendy,75
306,Wendy,72
26,George,568
299,Kevin,225
312,Charlie,10068
203,Edith,4926
479,Michael,741
286,Bob,7
185,Quinn,141
309,Norbert,421
289,Wendy,254
261,Victor,296
396,Hannah,884
373,Jerry,1247
23,Charlie,2183
59,Alice,721
459,Frank,5017
153,Edith,682
319,Quinn,864
116,Sarah,230
477,Ursula,663
191,Tim,25
417,Jerry,2062
372,Dan,630
184,Xavier,7227
208,Zelda,1694
144,Patricia,6706
381,Bob,3392
312,Charlie,11138
172,Alice,14
354,Kevin,1311
332,Zelda,371
170,Zelda,66
391,Ursula,856
47,Sarah,99
445,Dan,120
417,Jerry,1976
178,Wendy,851
257,Bob,891
178,Wendy,810
135,Jerry,1615
363,Norbert,58
58,Yvonne,-105
233,Frank,105
374,Kevin,1058
416,Bob,1091
240,Tim,811
170,Zelda,105
473,Frank,500
233,Frank,99
171,Xavier,6629
257,Bob,751
286,Bob,5
473,Frank,523
432,Ingrid,2542
367,Ursula,534
10,Tim,-14
10,Tim,-79
377,Ursula,5708
246,Patricia,3274
317,Norbert,100
408,Laura,6
236,Tim,5071
236,Tim,4551
103,Frank,726
74,Tim,494
247,Bob,121
99,Patricia,1613
275,Oliver,718
340,Charlie,3622
233,Frank,102
277,Charlie,4441
160,Frank,14920
473,Frank,588
68,Norbert,35
260,Tim,2435
67,Patricia,267
351,Sarah,61
113,Ray,1
60,Edith,6049
47,Sarah,117
154,George,688
384,Victor,26
312,Charlie,10468
92,Charlie,65
358,Ingrid,2511
275,Oliver,763
32,George,927
271,Sarah,4790
7,Tim,561
39,Hannah,1293
307,Ray,883
115,Charlie,-22
245,Hannah,1539
112,Zelda,4108
312,Charlie,10622
204,Tim,66
490,Ray,1765
377,Ursula,5303
232,Alice,160
300,Patricia,1978
409,Zelda,844
236,Tim,4375
144,Patricia,5960
473,Frank,446
261,Victor,289
381,Bob,3036
314,Dan,818
140,Zelda,1253
261,Victor,312
129,Bob,638
248,Oliver,3327
38,Edith,1175
419,Dan,1315
2,Michael,-8
30,George,164
27,Quinn,4473
473,Frank,478
309,Norbert,423
224,Hannah,-3
73,Xavier,-1972
367,Ursula,766
187,Kevin,-165
88,Ray,23
273,Yvonne,19
191,Tim,25
211,Quinn,17
472,Ingrid,78
261,Victor,342
170,Zelda,5
450,Jerry,2505
471,Alice,425
181,Ursula,585
450,Jerry,2313
186,Edith,1059
178,Wendy,801
381,Bob,2885
474,Xavier,144
391,Ursula,785
405,Quinn,742
234,Bob,1894
223,Jerry,4255
280,Ingrid,-716
462,Yvonne,632
373,Jerry,1123
154,George,853
453,Dan,3091
314,Dan,1048
316,Patricia,216
160,Frank,14583
19,Frank,819
145,Ray,1181
330,Dan,1938
53,Norbert,597
139,Charlie,101
309,Norbert,341
336,Quinn,1561
446,Ray,697
165,George,1463
299,Kevin,230
2,Michael,9
299,Kevin,197
191,Tim,32
185,Quinn,119
409,Zelda,895
73,Xavier,-1893
81,Victor,1810
193,Frank,1032
405,Quinn,598
56,Ray,-903
19,Frank,892
351,Sarah,126
57,Xavier,2816
148,Tim,152
354,Kevin,1400
192,Oliver,1222
260,Tim,2883
279,Alice,400
381,Bob,2942
237,Norbert,5867
302,Sarah,464
206,Victor,1629
472,Ingrid,100
14,Jerry,2035
70,Sarah,443
439,Michael,74
326,Ingrid,1034
239,Patricia,2313
363,Norbert,64
59,Alice,688
450,Jerry,2269
101,Ingrid,2345
260,Tim,2535
171,Xavier,6388
424,Oliver,1027
321,Ingrid,1133
354,Kevin,1145
104,Victor,308
191,Tim,29
205,Quinn,169
34,Norbert,468
430,Patricia,214
245,Hannah,1502
182,Charlie,660
417,Jerry,1912
283,Oliver,-1272
424,Oliver,983
153,Edith,685
148,Tim,157
315,Ray,12
208,Zelda,1725
47,Sarah,98
299,Kevin,219
101,Ingrid,1618
331,Laura,492
109,Kevin,-614
99,Patricia,1542
237,Norbert,5793
67,Patricia,188
354,Kevin,1247
306,Wendy,66
193,Frank,1198
117,Edith,258
233,Frank,114
396,Hannah,990
434,Ingrid,404
115,Charlie,321
205,Quinn,189
482,Dan,2112
8,Hannah,540
330,Dan,2033
126,Laura,13
158,Edith,1044
306,Wendy,65
15,Victor,53
340,Charlie,3360
56,Ray,-1338
233,Frank,106
384,Victor,15
50,Bob,61
472,Ingrid,90
167,Zelda,-80
391,Ursula,817
223,Jerry,4066
84,Ingrid,13
109,Kevin,-741
208,Zelda,1706
305,Dan,-138
56,Ray,-1151
320,Quinn,8
243,Wendy,973
34,Norbert,466
490,Ray,1766
251,Ursula,-7
336,Quinn,2060
297,Alice,990
340,Charlie,3731
70,Sarah,214
340,Charlie,3465
416,Bob,1105
453,Dan,3098
473,Frank,521
472,Ingrid,88
272,Hannah,307
34,Norbert,454
178,Wendy,741
216,George,939
461,Michael,2723
479,Michael,582
254,Xavier,352
340,Charlie,3433
166,Xavier,3221
344,Bob,199
433,Alice,5403
145,Ray,1229
129,Bob,554
375,George,-6
145,Ray,1108
89,Yvonne,565
459,Frank,4690
282,Victor,67
499,Yvonne,104
115,Charlie,74
313,Dan,3395
461,Michael,2982
19,Frank,992
45,Oliver,529
416,Bob,1095
322,Ingrid,1657
356,Victor,1513
51,Wendy,392
309,Norbert,329
375,George,-21
184,Xavier,7178
49,Charlie,1574
45,Oliver,454
340,Charlie,3250
10,Tim,-30
263,Jerry,73
107,Yvonne,1238
248,Oliver,3129
45,Oliver,648
450,Jerry,2338
469,Charlie,653
22,Bob,152
159,Oliver,140
465,Kevin,203
33,George,6390
299,Kevin,219
220,Xavier,385
128,Sarah,161
45,Oliver,571
113,Ray,63
45,Oliver,721
246,Patricia,3043
191,Tim,32
184,Xavier,7040
439,Michael,0
315,Ray,14
63,Alice,882
73,Xavier,-1611
329,Zelda,557
370,Sarah,609
291,Hannah,131
340,Charlie,3746
148,Tim,172
99,Patricia,1622
336,Quinn,2319
375,George,-15
255,Patricia,120
450,Jerry,2571
178,Wendy,688
210,Dan,3963
153,Edith,642
357,Xavier,-999
373,Jerry,1030
255,Patricia,127
191,Tim,24
198,Ursula,762
369,Hannah,291
373,Jerry,1016
191,Tim,33
202,Alice,1631
409,Zelda,830
63,Alice,922
473,Frank,632
73,Xavier,-2215
483,Hannah,259
312,Charlie,9957
453,Dan,2722
269,George,384
222,Ingrid,1614
223,Jerry,3874
86,Xavier,334
139,Charlie,96
421,Michael,631
34,Norbert,467
363,Norbert,46
251,Ursula,-10
113,Ray,-70
172,Alice,17
160,Frank,14315
77,Xavier,-624
459,Frank,4960
307,Ray,805
440,Ray,1853
50,Bob,108
472,Ingrid,116
82,George,453
148,Tim,163
396,Hannah,1005
415,Frank,2020
95,Ingrid,3647
310,Wendy,2009
392,Kevin,132
191,Tim,34
354,Kevin,1326
309,Norbert,394
112,Zelda,3977
459,Frank,4645
384,Victor,16
58,Yvonne,-268
214,Xavier,1593
72,Tim,341
473,Frank,577
127,Ray,679
357,Xavier,-1036
180,George,506
180,George,520
439,Michael,-1
261,Victor,286
29,Norbert,751
84,Ingrid,10
445,Dan,163
45,Oliver,658
109,Kevin,-734
56,Ray,-1204
151,Jerry,-2193
104,Victor,209
254,Xavier,352
459,Frank,4842
459,Frank,4021
445,Dan,163
228,Norbert,4788
7,Tim,522
228,Norbert,4887
275,Oliver,786
422,Wendy,753
297,Alice,923
30,George,199
198,Ursula,635
374,Kevin,1191
313,Dan,3629
484,Charlie,1255
202,Alice,1453
