id,names,amount
369,Hannah,275
95,Ingrid,3565
199,Alice,1928
251,Ursula,-9
398,Wendy,1456
224,Hannah,-3
233,Frank,117
84,Ingrid,11
232,Alice,154
240,Tim,903
142,Wendy,456
35,Bob,1356
213,Bob,1561
77,Xavier,-793
260,Tim,2508
160,Frank,14647
247,Bob,246
473,Frank,471
68,Norbert,33
77,Xavier,-605
95,Ingrid,3787
187,Kevin,-186
383,Jerry,2342
286,Bob,7
45,Oliver,499
82,George,436
416,Bob,1076
476,Alice,-2039
23,Charlie,2028
391,Ursula,790
308,Patricia,226
175,Ursula,8784
471,Alice,531
431,Oliver,311
283,Oliver,-1153
30,George,187
51,Wendy,253
297,Alice,988
147,Bob,80
197,Oliver,-147
487,Bob,927
180,George,509
321,Ingrid,1145
363,Norbert,36
380,Tim,1162
56,Ray,-1293
53,Norbert,613
90,Wendy,404
224,Hannah,-3
223,Jerry,4071
10,Tim,-3
160,Frank,15391
47,Sarah,110
17,Oliver,3706
73,Xavier,-1729
12,Hannah,4107
126,Laura,-5
101,Ingrid,2166
459,Frank,4470
381,Bob,3278
337,Laura,13
432,Ingrid,2248
73,Xavier,-1806
182,Charlie,648
293,Bob,3657
118,Edith,453
275,Oliver,727
115,Charlie,-9
112,Zelda,4132
68,Norbert,37
82,George,471
309,Norbert,354
181,Ursula,929
60,Edith,6179
68,Norbert,41
70,Sarah,291
453,Dan,3171
191,Tim,31
231,Hannah,7
153,Edith,609
45,Oliver,650
392,Kevin,165
381,Bob,3127
64,Michael,-621
413,Michael,-315
319,Quinn,761
298,Dan,1620
56,Ray,-942
315,Ray,9
187,Kevin,-166
64,Michael,-783
111,Alice,5926
90,Wendy,453
160,Frank,15231
50,Bob,66
191,Tim,32
100,Ingrid,1713
180,George,577
39,Hannah,1664
490,Ray,1788
3,Tim,6702
314,Dan,640
148,Tim,142
450,Jerry,2108
340,Charlie,3289
112,Zelda,3907
181,Ursula,624
373,Jerry,1217
403,Edith,559
261,Victor,278
490,Ray,1764
344,Bob,259
129,Bob,622
425,Xavier,1027
171,Xavier,6233
30,George,197
57,Xavier,2913
133,George,2274
56,Ray,-1289
38,Edith,987
210,Dan,3784
151,Jerry,-2285
349,Jerry,452
450,Jerry,2487
135,Jerry,1744
94,Bob,232
227,Edith,472
361,Ray,1493
191,Tim,25
331,Laura,459
182,Charlie,685
84,Ingrid,11
103,Frank,608
191,Tim,22
479,Michael,668
356,Victor,1414
3,Tim,7481
57,Xavier,2649
416,Bob,1076
381,Bob,3041
82,George,481
140,Zelda,1591
53,Norbert,629
275,Oliver,730
392,Kevin,208
427,Edith,3219
189,Alice,5688
39,Hannah,1810
196,Sarah,431
482,Dan,2172
255,Patricia,122
375,George,-1
178,Wendy,775
77,Xavier,-582
312,Charlie,10247
168,Hannah,119
232,Alice,239
82,George,460
223,Jerry,4087
131,Ray,892
340,Charlie,3318
488,Jerry,1048
261,Victor,230
416,Bob,1094
445,Dan,153
375,George,16
203,Edith,5619
314,Dan,754
213,Bob,1525
251,Ursula,-16
214,Xavier,1425
398,Wendy,1303
275,Oliver,731
246,Patricia,2985
171,Xavier,6300
191,Tim,32
145,Ray,1200
191,Tim,26
171,Xavier,5906
47,Sarah,102
24,Dan,-27
83,Zelda,6855
228,Norbert,4763
315,Ray,10
84,Ingrid,8
152,Patricia,365
247,Bob,167
419,Dan,1145
499,Yvonne,103
84,Ingrid,8
424,Oliver,1024
13,Tim,682
57,Xavier,2982
354,Kevin,1089
86,Xavier,354
373,Jerry,1087
246,Patricia,3383
461,Michael,2679
314,Dan,701
27,Quinn,3943
213,Bob,1567
62,Ray,1845
104,Victor,234
86,Xavier,361
27,Quinn,4113
157,Yvonne,-447
187,Kevin,-183
414,George,1451
115,Charlie,-12
458,Charlie,749
371,Tim,1230
35,Bob,1470
10,Tim,-138
211,Quinn,18
440,Ray,1910
445,Dan,167
445,Dan,149
373,Jerry,935
83,Zelda,6337
148,Tim,108
438,Oliver,2
63,Alice,927
46,Xavier,46
373,Jerry,998
282,Victor,304
63,Alice,836
46,Xavier,41
113,Ray,67
368,Ray,1348
301,Patricia,-252
8,Hannah,614
56,Ray,-1030
206,Victor,1344
354,Kevin,1188
218,Norbert,-80
312,Charlie,10079
56,Ray,-1152
160,Frank,14858
234,Bob,2116
8,Hannah,559
160,Frank,14170
479,Michael,847
445,Dan,160
63,Alice,905
238,Sarah,943
361,Ray,1510
405,Quinn,637
377,Ursula,5077
36,George,-609
8,Hannah,608
214,Xavier,1473
321,Ingrid,1076
95,Ingrid,3619
370,Sarah,511
2,Michael,21
70,Sarah,301
191,Tim,17
135,Jerry,1586
81,Victor,1819
331,Laura,468
383,Jerry,2305
261,Victor,306
462,Yvonne,606
288,Kevin,7882
461,Michael,2606
375,George,-68
125,Yvonne,77
172,Alice,11
71,Jerry,1340
270,Zelda,-19
165,George,1439
459,Frank,5007
95,Ingrid,3511
280,Ingrid,-82
85,Charlie,486
171,Xavier,6279
47,Sarah,113
86,Xavier,326
68,Norbert,38
223,Jerry,4225
449,Dan,3872
182,Charlie,675
164,Ray,1021
340,Charlie,3499
23,Charlie,2152
311,Laura,93
101,Ingrid,2697
112,Zelda,3991
490,Ray,1813
245,Hannah,1492
207,Alice,2329
489,George,23
331,Laura,473
349,Jerry,429
148,Tim,124
49,Charlie,1416
116,Sarah,243
218,Norbert,-126
138,Yvonne,969
139,Charlie,101
90,Wendy,450
166,Xavier,3314
313,Dan,3737
251,Ursula,-20
238,Sarah,935
340,Charlie,3578
208,Zelda,1702
238,Sarah,1040
224,Hannah,-3
344,Bob,245
286,Bob,8
330,Dan,2086
391,Ursula,749
214,Xavier,1554
284,Sarah,756
383,Jerry,2252
251,Ursula,-18
84,Ingrid,12
271,Sarah,4442
109,Kevin,-703
312,Charlie,9945
175,Ursula,8999
392,Kevin,184
27,Quinn,4958
14,Jerry,1774
479,Michael,850
261,Victor,325
437,Norbert,-575
61,Ray,108
316,Patricia,171
40,Bob,3149
342,Laura,2009
275,Oliver,739
245,Hannah,1470
387,Bob,-21
205,Quinn,188
475,Patricia,303
240,Tim,732
459,Frank,3962
187,Kevin,-178
479,Michael,712
20,Frank,783
450,Jerry,2401
112,Zelda,3513
151,Jerry,-2253
321,Ingrid,1120
157,Yvonne,743
463,Tim,747
400,Ingrid,426
0,Xavier,4904
313,Dan,3729
145,Ray,1064
233,Frank,90
57,Xavier,2878
110,Oliver,2452
210,Dan,3697
82,George,465
299,Kevin,226
445,Dan,162
472,Ingrid,140
82,George,434
27,Quinn,5368
383,Jerry,2150
445,Dan,148
56,Ray,-1000
435,Alice,-757
450,Jerry,2585
314,Dan,825
71,Jerry,1255
56,Ray,-1165
208,Zelda,1673
10,Tim,19
183,Edith,2347
197,Oliver,-81
380,Tim,1539
313,Dan,3878
217,Ingrid,260
186,Edith,1066
433,Alice,5644
103,Frank,693
173,Jerry,1555
178,Wendy,771
223,Jerry,3895
131,Ray,1092
185,Quinn,46
178,Wendy,853
15,Victor,60
103,Frank,624
482,Dan,2298
22,Bob,148
81,Victor,1913
286,Bob,10
135,Jerry,1672
490,Ray,1690
184,Xavier,7184
257,Bob,906
377,Ursula,5578
180,George,497
10,Tim,6
322,Ingrid,1570
479,Michael,707
191,Tim,30
118,Edith,365
433,Alice,5663
348,Hannah,-1
64,Michael,-894
166,Xavier,3233
354,Kevin,1333
381,Bob,3181
172,Alice,12
128,Sarah,155
159,Oliver,171
233,Frank,85
425,Xavier,920
473,Frank,481
231,Hannah,6
356,Victor,1006
206,Victor,1487
276,Laura,1849
377,Ursula,5424
84,Ingrid,7
223,Jerry,3982
165,George,1339
275,Oliver,672
211,Quinn,13
414,George,1317
27,Quinn,4554
151,Jerry,-2230
424,Oliver,1032
200,Jerry,44
258,Norbert,-51
356,Victor,1324
39,Hannah,1199
275,Oliver,752
240,Tim,826
101,Ingrid,2527
113,Ray,-90
360,Ray,323
373,Jerry,1206
148,Tim,110
316,Patricia,184
434,Ingrid,312
151,Jerry,-2064
191,Tim,26
437,Norbert,-517
160,Frank,14925
409,Zelda,821
233,Frank,107
10,Tim,-213
408,Laura,7
315,Ray,0
361,Ray,1585
160,Frank,16037
391,Ursula,808
49,Charlie,1737
370,Sarah,795
203,Edith,5201
338,Zelda,138
340,Charlie,3348
232,Alice,71
255,Patricia,130
57,Xavier,2943
177,Michael,269
314,Dan,865
439,Michael,25
349,Jerry,437
153,Edith,642
154,George,524
255,Patricia,118
108,Quinn,2467
418,Hannah,285
374,Kevin,925
160,Frank,14678
86,Xavier,349
48,Laura,478
246,Patricia,2857
27,Quinn,4817
73,Xavier,-1805
104,Victor,176
197,Oliver,-138
312,Charlie,9568
361,Ray,1423
455,Yvonne,152
450,Jerry,2651
281,Hannah,-2
13,Tim,671
473,Frank,457
228,Norbert,4650
180,George,555
257,Bob,766
57,Xavier,2811
92,Charlie,53
135,Jerry,1495
32,George,923
13,Tim,672
313,Dan,3407
459,Frank,5359
211,Quinn,30
228,Norbert,4498
354,Kevin,1222
320,Quinn,3
253,Quinn,-748
482,Dan,1935
439,Michael,23
173,Jerry,1526
191,Tim,31
292,Dan,4783
210,Dan,3597
260,Tim,2820
160,Frank,13875
251,Ursula,-15
355,Quinn,-267
241,Oliver,2947
90,Wendy,526
432,Ingrid,2297
445,Dan,154
4,Dan,-85
351,Sarah,-21
288,Kevin,8136
82,George,457
321,Ingrid,1098
450,Jerry,2641
369,Hannah,251
160,Frank,14261
422,Wendy,724
82,George,481
57,Xavier,2759
203,Edith,5111
45,Oliver,715
408,Laura,6
345,Edith,3172
473,Frank,528
203,Edith,5053
422,Wendy,677
476,Alice,-2056
184,Xavier,7563
246,Patricia,3090
12,Hannah,3945
187,Kevin,-175
94,Bob,222
117,Edith,414
157,Yvonne,-645
210,Dan,4045
254,Xavier,263
360,Ray,319
71,Jerry,1232
450,Jerry,2250
473,Frank,443
167,Zelda,-65
288,Kevin,8378
409,Zelda,866
419,Dan,972
275,Oliver,756
255,Patricia,119
13,Tim,706
363,Norbert,67
479,Michael,811
228,Norbert,4757
170,Zelda,173
248,Oliver,3325
229,Edith,104
363,Norbert,60
160,Frank,14918
223,Jerry,3880
372,Dan,632
116,Sarah,248
354,Kevin,1322
129,Bob,562
375,George,5
223,Jerry,3907
343,Dan,-93
445,Dan,157
286,Bob,7
223,Jerry,3789
450,Jerry,2524
118,Edith,495
19,Frank,811
125,Yvonne,18
35,Bob,931
160,Frank,13466
309,Norbert,352
10,Tim,-31
103,Frank,592
490,Ray,1562
483,Hannah,344
171,Xavier,6227
275,Oliver,718
114,Ray,485
297,Alice,997
459,Frank,4536
383,Jerry,2368
437,Norbert,-621
251,Ursula,-34
430,Patricia,183
100,Ingrid,1915
81,Victor,1813
372,Dan,607
369,Hannah,238
223,Jerry,3896
113,Ray,-41
450,Jerry,2542
32,George,924
409,Zelda,900
205,Quinn,132
95,Ingrid,3076
68,Norbert,40
178,Wendy,824
75,Ray,42
178,Wendy,784
343,Dan,-12
356,Victor,1409
449,Dan,3730
191,Tim,27
462,Yvonne,569
27,Quinn,4729
181,Ursula,725
473,Frank,475
135,Jerry,1615
251,Ursula,-18
187,Kevin,-178
331,Laura,530
213,Bob,1454
159,Oliver,119
94,Bob,242
473,Frank,465
416,Bob,1193
62,Ray,2148
77,Xavier,-656
453,Dan,2887
9,Wendy,32
187,Kevin,-180
358,Ingrid,2268
298,Dan,1959
113,Ray,8
340,Charlie,3412
54,Michael,37
329,Zelda,562
418,Hannah,294
416,Bob,1120
41,Ursula,4885
284,Sarah,809
191,Tim,28
473,Frank,411
375,George,-60
306,Wendy,70
450,Jerry,2326
178,Wendy,817
368,Ray,1574
361,Ray,1500
340,Charlie,3705
375,George,12
206,Victor,1342
57,Xavier,2822
184,Xavier,7326
82,George,445
117,Edith,384
271,Sarah,4594
90,Wendy,420
286,Bob,10
254,Xavier,344
40,Bob,2985
72,Tim,260
424,Oliver,1033
160,Frank,15553
493,Tim,154
446,Ray,713
304,Zelda,-658
344,Bob,233
280,Ingrid,-466
178,Wendy,744
253,Quinn,-643
372,Dan,622
418,Hannah,324
198,Ursula,824
439,Michael,-20
17,Oliver,3346
8,Hannah,577
222,Ingrid,1593
211,Quinn,25
203,Edith,5645
109,Kevin,-608
0,Xavier,4448
159,Oliver,149
375,George,-57
35,Bob,1350
58,Yvonne,-263
191,Tim,27
432,Ingrid,2210
51,Wendy,348
424,Oliver,978
274,Kevin,3049
243,Wendy,1215
260,Tim,2802
115,Charlie,145
482,Dan,2167
245,Hannah,1496
199,Alice,2014
83,Zelda,6880
175,Ursula,9023
484,Charlie,1221
177,Michael,291
381,Bob,3158
414,George,1508
71,Jerry,1358
240,Tim,740
490,Ray,1609
160,Frank,14442
261,Victor,324
286,Bob,8
216,George,819
313,Dan,3503
242,Sarah,451
416,Bob,1116
10,Tim,-68
180,George,407
427,Edith,2725
109,Kevin,-650
370,Sarah,509
301,Patricia,-407
233,Frank,126
53,Norbert,625
192,Oliver,1157
129,Bob,598
337,Laura,13
329,Zelda,512
440,Ray,1877
410,Kevin,-332
373,Jerry,1073
389,Quinn,1184
275,Oliver,714
84,Ingrid,14
242,Sarah,374
116,Sarah,222
94,Bob,234
178,Wendy,802
422,Wendy,772
405,Quinn,662
340,Charlie,3999
416,Bob,1080
340,Charlie,3639
178,Wendy,894
254,Xavier,318
34,Norbert,442
190,Hannah,22
439,Michael,120
315,Ray,13
443,Jerry,21
358,Ingrid,2272
95,Ingrid,3659
424,Oliver,982
450,Jerry,2866
421,Michael,841
254,Xavier,336
109,Kevin,-622
160,Frank,15165
479,Michael,921
129,Bob,559
95,Ingrid,3553
255,Patricia,121
17,Oliver,3405
7,Tim,591
170,Zelda,39
366,Tim,1432
490,Ray,1667
203,Edith,5012
77,Xavier,-568
177,Michael,287
211,Quinn,16
178,Wendy,961
81,Victor,1782
160,Frank,14020
261,Victor,293
69,Patricia,1861
311,Laura,97
233,Frank,115
203,Edith,4930
358,Ingrid,2187
109,Kevin,-478
19,Frank,721
91,Sarah,124
450,Jerry,2489
286,Bob,7
191,Tim,28
358,Ingrid,2119
459,Frank,4737
329,Zelda,555
337,Laura,12
73,Xavier,-1746
57,Xavier,2823
160,Frank,14766
81,Victor,1934
309,Norbert,350
312,Charlie,10594
320,Quinn,4
435,Alice,-802
95,Ingrid,3755
101,Ingrid,2385
263,Jerry,71
346,Norbert,482
212,Ingrid,121
405,Quinn,639
425,Xavier,690
280,Ingrid,-306
228,Norbert,4747
192,Oliver,1175
222,Ingrid,1369
145,Ray,1387
315,Ray,5
20,Frank,790
393,George,234
260,Tim,2700
309,Norbert,366
23,Charlie,2084
206,Victor,1396
129,Bob,548
171,Xavier,5847
369,Hannah,250
197,Oliver,-159
405,Quinn,602
112,Zelda,3711
309,Norbert,429
427,Edith,2628
160,Frank,14005
236,Tim,4429
234,Bob,2046
253,Quinn,-727
309,Norbert,322
216,George,857
343,Dan,0
450,Jerry,2685
354,Kevin,1283
27,Quinn,4725
160,Frank,13662
164,Ray,912
73,Xavier,-1552
392,Kevin,203
160,Frank,14999
104,Victor,154
172,Alice,17
12,Hannah,3996
145,Ray,973
147,Bob,89
329,Zelda,544
69,Patricia,1884
197,Oliver,-171
479,Michael,827
10,Tim,-22
352,Ray,737
351,Sarah,8
189,Alice,5065
180,George,566
198,Ursula,720
178,Wendy,755
461,Michael,2876
369,Hannah,233
46,Xavier,42
415,Frank,1759
351,Sarah,158
181,Ursula,507
227,Edith,491
143,Wendy,404
462,Yvonne,714
248,Oliver,3256
183,Edith,2356
199,Alice,2043
162,Sarah,-736
462,Yvonne,540
56,Ray,-1647
51,Wendy,392
363,Norbert,85
84,Ingrid,13
450,Jerry,2719
349,Jerry,445
474,Xavier,69
272,Hannah,288
215,Wendy,438
259,Hannah,2114
327,Laura,-78
315,Ray,17
461,Michael,3003
275,Oliver,734
115,Charlie,-83
340,Charlie,3685
191,Tim,29
299,Kevin,212
398,Wendy,1478
83,Zelda,6671
33,George,6252
126,Laura,15
445,Dan,160
315,Ray,12
211,Quinn,12
257,Bob,814
251,Ursula,-11
129,Bob,534
161,Tim,540
39,Hannah,2072
184,Xavier,8078
377,Ursula,5627
260,Tim,2519
153,Edith,606
309,Norbert,395
459,Frank,4176
71,Jerry,1183
254,Xavier,315
180,George,569
255,Patricia,120
33,George,6376
345,Edith,3219
348,Hannah,0
299,Kevin,211
154,George,668
82,George,473
316,Patricia,207
159,Oliver,171
170,Zelda,108
358,Ingrid,2365
184,Xavier,7824
495,Bob,9
408,Laura,6
402,Alice,206
129,Bob,491
301,Patricia,-195
332,Zelda,368
86,Xavier,325
213,Bob,1542
261,Victor,294
57,Xavier,2961
422,Wendy,727
57,Xavier,3130
154,George,690
450,Jerry,2726
444,Quinn,44
472,Ingrid,120
144,Patricia,6028
223,Jerry,4035
178,Wendy,896
92,Charlie,62
474,Xavier,206
180,George,658
184,Xavier,7390
64,Michael,-633
189,Alice,5336
112,Zelda,4006
321,Ingrid,1150
271,Sarah,4891
383,Jerry,2153
231,Hannah,8
413,Michael,-304
177,Michael,264
283,Oliver,-1022
208,Zelda,1614
34,Norbert,445
181,Ursula,844
165,George,1343
123,Michael,-33
370,Sarah,242
46,Xavier,46
238,Sarah,992
115,Charlie,18
439,Michael,43
465,Kevin,118
164,Ray,914
82,George,479
3,Tim,6453
103,Frank,719
75,Ray,11
182,Charlie,643
2,Michael,9
23,Charlie,1780
425,Xavier,1012
73,Xavier,-975
223,Jerry,4020
86,Xavier,348
273,Yvonne,62
178,Wendy,928
110,Oliver,2541
12,Hannah,3968
373,Jerry,955
297,Alice,935
309,Norbert,389
309,Norbert,399
164,Ray,962
297,Alice,868
358,Ingrid,2172
473,Frank,556
165,George,1446
98,Dan,5709
312,Charlie,9788
57,Xavier,2826
112,Zelda,3643
447,Tim,109
56,Ray,-1064
418,Hannah,284
241,Oliver,2598
1,Alice,1716
183,Edith,2104
261,Victor,331
178,Wendy,970
309,Norbert,400
261,Victor,295
279,Alice,416
189,Alice,5528
90,Wendy,417
380,Tim,1564
260,Tim,2771
36,George,673
103,Frank,691
34,Norbert,469
355,Quinn,-404
186,Edith,1156
151,Jerry,-2183
237,Norbert,5702
83,Zelda,6374
67,Patricia,228
391,Ursula,762
319,Quinn,951
191,Tim,25
315,Ray,17
329,Zelda,541
319,Quinn,982
63,Alice,826
75,Ray,34
126,Laura,54
329,Zelda,521
184,Xavier,8058
405,Quinn,694
409,Zelda,780
154,George,693
254,Xavier,318
184,Xavier,7709
140,Zelda,1510
251,Ursula,-7
112,Zelda,4249
369,Hannah,267
379,Frank,406
73,Xavier,-1521
45,Oliver,805
393,George,209
139,Charlie,101
388,George,2103
363,Norbert,80
255,Patricia,117
450,Jerry,2487
97,Hannah,1724
364,Hannah,2282
306,Wendy,73
267,Zelda,114
327,Laura,-69
415,Frank,1616
182,Charlie,686
108,Quinn,2570
71,Jerry,1185
278,Michael,412
418,Hannah,295
129,Bob,538
75,Ray,20
340,Charlie,3734
28,Norbert,-8229
57,Xavier,3205
459,Frank,4762
180,George,578
159,Oliver,214
56,Ray,-866
232,Alice,164
377,Ursula,5442
198,Ursula,824
77,Xavier,-540
103,Frank,632
458,Charlie,797
459,Frank,5016
306,Wendy,64
170,Zelda,192
180,George,687
474,Xavier,284
473,Frank,501
126,Laura,67
27,Quinn,5313
306,Wendy,66
227,Edith,533
432,Ingrid,2453
118,Edith,407
205,Quinn,54
463,Tim,790
351,Sarah,-35
396,Hannah,918
320,Quinn,7
90,Wendy,504
112,Zelda,4024
375,George,-67
479,Michael,787
342,Laura,1844
7,Tim,597
381,Bob,3235
482,Dan,2265
375,George,15
477,Ursula,842
306,Wendy,72
336,Quinn,1909
169,Patricia,5
396,Hannah,827
388,George,2041
140,Zelda,1288
325,Frank,5159
399,George,-97
275,Oliver,711
82,George,441
336,Quinn,2022
340,Charlie,3658
180,George,404
424,Oliver,1002
142,Wendy,242
351,Sarah,15
312,Charlie,9232
451,Jerry,2562
340,Charlie,3442
374,Kevin,1178
315,Ray,1
34,Norbert,460
328,Ray,750
245,Hannah,1687
246,Patricia,3195
261,Victor,298
339,Michael,1302
112,Zelda,3827
351,Sarah,95
477,Ursula,701
271,Sarah,4530
246,Patricia,3275
237,Norbert,5458
210,Dan,3610
95,Ingrid,3576
369,Hannah,262
356,Victor,1198
405,Quinn,617
99,Patricia,1276
458,Charlie,768
477,Ursula,479
271,Sarah,4478
299,Kevin,223
445,Dan,172
185,Quinn,83
432,Ingrid,2191
277,Charlie,4861
372,Dan,670
409,Zelda,817
184,Xavier,7265
284,Sarah,709
191,Tim,31
86,Xavier,338
459,Frank,5018
404,Xavier,3537
58,Yvonne,-359
351,Sarah,38
399,George,-85
377,Ursula,5496
183,Edith,2562
4,Dan,111
399,George,-81
296,Xavier,365
482,Dan,2385
101,Ingrid,2520
363,Norbert,93
107,Yvonne,1359
340,Charlie,3837
108,Quinn,2562
482,Dan,2363
206,Victor,1471
384,Victor,21
314,Dan,460
450,Jerry,2402
153,Edith,638
86,Xavier,374
207,Alice,2201
206,Victor,1391
247,Bob,143
413,Michael,-310
228,Norbert,4440
88,Ray,27
84,Ingrid,9
60,Edith,6391
472,Ingrid,107
251,Ursula,-4
458,Charlie,770
293,Bob,3915
109,Kevin,-626
383,Jerry,2175
115,Charlie,-122
79,Norbert,1410
283,Oliver,-1225
3,Tim,7389
349,Jerry,441
431,Oliver,268
109,Kevin,-670
391,Ursula,792
20,Frank,1022
83,Zelda,7300
356,Victor,1160
198,Ursula,771
306,Wendy,70
432,Ingrid,2261
450,Jerry,2707
275,Oliver,754
306,Wendy,77
301,Patricia,-320
421,Michael,523
370,Sarah,763
297,Alice,887
329,Zelda,506
227,Edith,459
10,Tim,-60
351,Sarah,-47
375,George,-57
469,Charlie,678
462,Yvonne,559
39,Hannah,1550
321,Ingrid,1146
329,Zelda,568
9,Wendy,35
257,Bob,844
420,George,113
260,Tim,2638
7,Tim,589
23,Charlie,2231
248,Oliver,3311
322,Ingrid,1494
434,Ingrid,382
246,Patricia,3333
73,Xavier,-1776
410,Kevin,-162
246,Patricia,3038
312,Charlie,11254
340,Charlie,3627
435,Alice,-528
479,Michael,1004
171,Xavier,6407
432,Ingrid,2081
234,Bob,2037
13,Tim,688
403,Edith,465
316,Patricia,237
479,Michael,728
314,Dan,792
132,Quinn,4062
474,Xavier,110
217,Ingrid,229
474,Xavier,67
351,Sarah,156
400,Ingrid,486
74,Tim,511
142,Wendy,545
73,Xavier,-1981
253,Quinn,-698
68,Norbert,37
103,Frank,665
462,Yvonne,626
99,Patricia,1318
57,Xavier,2986
459,Frank,4679
299,Kevin,214
261,Victor,313
253,Quinn,-755
342,Laura,2004
381,Bob,2974
160,Frank,15230
275,Oliver,742
45,Oliver,515
323,George,5292
50,Bob,74
13,Tim,681
109,Kevin,-768
462,Yvonne,589
381,Bob,3306
116,Sarah,247
166,Xavier,3181
199,Alice,1866
432,Ingrid,2428
405,Quinn,479
450,Jerry,2306
317,Norbert,112
424,Oliver,1010
135,Jerry,1647
233,Frank,104
247,Bob,166
216,George,1045
210,Dan,3887
129,Bob,561
261,Victor,303
332,Zelda,363
300,Patricia,1494
253,Quinn,-861
330,Dan,2044
111,Alice,5393
306,Wendy,61
297,Alice,953
48,Laura,455
218,Norbert,-152
424,Oliver,1002
82,George,452
98,Dan,6574
159,Oliver,135
154,George,566
327,Laura,-30
83,Zelda,6313
443,Jerry,31
351,Sarah,92
329,Zelda,581
116,Sarah,216
17,Oliver,3564
237,Norbert,5548
413,Michael,-220
405,Quinn,706
67,Patricia,295
108,Quinn,2591
482,Dan,2296
13,Tim,721
320,Quinn,5
459,Frank,4911
39,Hannah,1314
341,Bob,-85
160,Frank,13996
314,Dan,477
68,Norbert,41
169,Patricia,6
69,Patricia,1916
240,Tim,743
312,Charlie,9523
375,George,0
341,Bob,-74
129,Bob,513
184,Xavier,7197
445,Dan,167
385,Wendy,-189
126,Laura,-157
419,Dan,1458
69,Patricia,1859
341,Bob,-23
86,Xavier,343
184,Xavier,7911
201,Charlie,122
65,Dan,65
260,Tim,2774
240,Tim,780
297,Alice,885
207,Alice,2225
413,Michael,-269
151,Jerry,-2112
253,Quinn,-743
8,Hannah,622
90,Wendy,446
45,Oliver,556
223,Jerry,3874
191,Tim,21
198,Ursula,621
231,Hannah,5
310,Wendy,2094
33,George,6481
297,Alice,921
354,Kevin,1152
260,Tim,2731
