id,names,amount
171,Xavier,6401
84,Ingrid,9
377,Ursula,5073
25,Norbert,4608
112,Zelda,4333
77,Xavier,-607
159,Oliver,132
367,Ursula,434
299,Kevin,199
351,Sarah,194
85,Charlie,633
396,Hannah,965
57,Xavier,2891
45,Oliver,530
326,Ingrid,605
70,Sarah,272
444,Quinn,93
315,Ray,3
329,Zelda,538
400,Ingrid,481
358,Ingrid,2279
117,Edith,259
286,Bob,8
182,Charlie,664
180,George,553
372,Dan,578
248,Oliver,3098
271,Sarah,4562
473,Frank,436
73,Xavier,-1502
404,Xavier,3464
133,George,2181
22,Bob,139
432,Ingrid,2302
437,Norbert,-587
129,Bob,580
383,Jerry,2209
286,Bob,6
77,Xavier,-573
19,Frank,830
332,Zelda,252
86,Xavier,368
240,Tim,882
159,Oliver,184
312,Charlie,9869
253,Quinn,-752
183,Edith,2640
93,Oliver,569
26,George,633
14,Jerry,1626
372,Dan,629
10,Tim,-185
215,Wendy,544
273,Yvonne,51
368,Ray,1507
309,Norbert,330
58,Yvonne,-197
157,Yvonne,-701
358,Ingrid,2391
184,Xavier,7126
357,Xavier,-875
216,George,934
86,Xavier,365
298,Dan,1711
99,Patricia,1297
383,Jerry,2247
184,Xavier,7739
236,Tim,4487
125,Yvonne,-43
26,George,503
154,George,484
271,Sarah,4336
369,Hannah,277
273,Yvonne,17
401,Tim,194
495,Bob,72
314,Dan,937
257,Bob,699
316,Patricia,207
160,Frank,14665
396,Hannah,820
153,Edith,676
275,Oliver,741
450,Jerry,2429
365,Kevin,397
108,Quinn,2585
180,George,538
358,Ingrid,2256
461,Michael,2688
257,Bob,873
111,Alice,5594
13,Tim,681
45,Oliver,591
101,Ingrid,2563
211,Quinn,18
450,Jerry,2491
57,Xavier,2846
114,Ray,446
408,Laura,6
213,Bob,1553
329,Zelda,541
332,Zelda,336
354,Kevin,1235
199,Alice,1914
377,Ursula,5368
404,Xavier,3475
412,Tim,1499
363,Norbert,79
284,Sarah,856
116,Sarah,253
340,Charlie,3446
183,Edith,2324
284,Sarah,785
19,Frank,709
96,Ray,-25
375,George,-10
248,Oliver,3046
391,Ursula,824
331,Laura,488
255,Patricia,118
232,Alice,271
437,Norbert,-445
354,Kevin,1106
191,Tim,33
372,Dan,618
116,Sarah,265
186,Edith,1192
73,Xavier,-1780
24,Dan,-35
253,Quinn,-640
248,Oliver,3224
19,Frank,795
82,George,433
299,Kevin,218
56,Ray,-1368
322,Ingrid,1589
340,Charlie,3499
398,Wendy,1304
14,Jerry,1810
298,Dan,1602
272,Hannah,450
309,Norbert,390
69,Patricia,1834
257,Bob,968
297,Alice,977
1,Alice,1603
129,Bob,600
156,Oliver,6559
361,Ray,1494
206,Victor,1364
104,Victor,169
297,Alice,990
7,Tim,564
164,Ray,1064
82,George,441
108,Quinn,2474
380,Tim,1564
2,Michael,13
260,Tim,2657
17,Oliver,3589
360,Ray,344
262,Hannah,329
236,Tim,4525
183,Edith,2241
63,Alice,1001
112,Zelda,4177
84,Ingrid,11
299,Kevin,202
316,Patricia,197
377,Ursula,5027
272,Hannah,427
198,Ursula,701
32,George,813
84,Ingrid,12
47,Sarah,103
199,Alice,1964
50,Bob,49
180,George,497
157,Yvonne,-20
171,Xavier,6304
184,Xavier,7722
312,Charlie,10789
419,Dan,1376
189,Alice,4903
19,Frank,873
493,Tim,159
340,Charlie,3525
362,Tim,386
73,Xavier,-1197
45,Oliver,859
122,Frank,1004
315,Ray,15
23,Charlie,1690
199,Alice,1846
176,Edith,681
367,Ursula,470
147,Bob,83
129,Bob,514
151,Jerry,-2078
123,Michael,-20
88,Ray,24
473,Frank,498
172,Alice,15
30,George,179
191,Tim,32
402,Alice,216
408,Laura,6
423,Norbert,906
459,Frank,4156
184,Xavier,7322
139,Charlie,101
286,Bob,1
135,Jerry,1656
462,Yvonne,555
182,Charlie,651
198,Ursula,838
233,Frank,103
129,Bob,573
192,Oliver,1121
86,Xavier,326
182,Charlie,658
453,Dan,3059
68,Norbert,40
396,Hannah,1067
245,Hannah,1505
370,Sarah,444
154,George,1059
424,Oliver,981
383,Jerry,1998
68,Norbert,40
399,George,-91
319,Quinn,887
168,Hannah,-90
375,George,-4
154,George,761
8,Hannah,567
326,Ingrid,926
369,Hannah,240
77,Xavier,-768
380,Tim,1548
85,Charlie,540
210,Dan,3528
312,Charlie,10040
84,Ingrid,13
255,Patricia,122
185,Quinn,115
257,Bob,1014
421,Michael,637
473,Frank,518
151,Jerry,-2112
233,Frank,116
197,Oliver,-151
154,George,540
115,Charlie,77
391,Ursula,808
233,Frank,112
292,Dan,4793
197,Oliver,-154
68,Norbert,41
182,Charlie,655
280,Ingrid,-392
56,Ray,-1320
237,Norbert,5825
206,Victor,1714
126,Laura,-40
116,Sarah,220
388,George,2157
364,Hannah,2173
178,Wendy,813
154,George,771
463,Tim,1404
375,George,-23
230,Frank,1841
433,Alice,5739
186,Edith,1071
396,Hannah,1019
57,Xavier,2788
53,Norbert,617
208,Zelda,1644
51,Wendy,445
226,Xavier,-2316
186,Edith,1093
322,Ingrid,1491
113,Ray,67
196,Sarah,456
70,Sarah,432
356,Victor,1525
240,Tim,727
227,Edith,496
180,George,499
113,Ray,19
435,Alice,-855
138,Yvonne,992
8,Hannah,581
400,Ingrid,402
254,Xavier,280
342,Laura,1944
145,Ray,1403
45,Oliver,679
257,Bob,958
372,Dan,621
98,Dan,6644
216,George,799
283,Oliver,-1569
271,Sarah,4580
464,George,3839
228,Norbert,4439
321,Ingrid,1209
392,Kevin,181
8,Hannah,589
301,Patricia,-91
413,Michael,-182
300,Patricia,2061
111,Alice,5574
112,Zelda,4079
370,Sarah,500
380,Tim,1298
192,Oliver,1233
344,Bob,211
459,Frank,4856
166,Xavier,3354
205,Quinn,183
47,Sarah,116
85,Charlie,641
164,Ray,997
260,Tim,2965
23,Charlie,2105
361,Ray,1494
314,Dan,775
159,Oliver,57
73,Xavier,-1423
342,Laura,2329
284,Sarah,867
242,Sarah,435
459,Frank,4973
484,Charlie,1158
301,Patricia,-306
157,Yvonne,-240
255,Patricia,126
431,Oliver,226
174,Yvonne,143
115,Charlie,-135
416,Bob,1065
404,Xavier,3055
336,Quinn,1825
332,Zelda,258
253,Quinn,-881
251,Ursula,-27
479,Michael,833
95,Ingrid,4039
373,Jerry,1345
361,Ray,1433
26,George,564
389,Quinn,1092
293,Bob,3335
427,Edith,2405
208,Zelda,1633
273,Yvonne,46
482,Dan,2688
332,Zelda,419
354,Kevin,1098
474,Xavier,167
57,Xavier,2847
298,Dan,2141
161,Tim,551
116,Sarah,234
197,Oliver,-135
22,Bob,169
156,Oliver,6361
125,Yvonne,12
275,Oliver,702
171,Xavier,5853
70,Sarah,409
231,Hannah,3
68,Norbert,38
405,Quinn,516
57,Xavier,2976
391,Ursula,748
117,Edith,465
490,Ray,1753
191,Tim,34
375,George,-31
437,Norbert,-612
178,Wendy,860
261,Victor,306
310,Wendy,2347
164,Ray,925
184,Xavier,7484
453,Dan,2899
321,Ingrid,1145
233,Frank,117
129,Bob,540
299,Kevin,213
104,Victor,272
241,Oliver,2624
113,Ray,-58
465,Kevin,296
404,Xavier,3470
450,Jerry,2505
422,Wendy,736
208,Zelda,1699
8,Hannah,575
113,Ray,9
126,Laura,-38
283,Oliver,-1151
344,Bob,228
79,Norbert,1362
409,Zelda,825
450,Jerry,2554
300,Patricia,1803
27,Quinn,4316
189,Alice,5331
439,Michael,83
113,Ray,6
409,Zelda,850
34,Norbert,450
310,Wendy,2065
32,George,979
439,Michael,172
133,George,2336
482,Dan,2215
450,Jerry,2187
391,Ursula,816
57,Xavier,3060
180,George,634
116,Sarah,220
170,Zelda,64
81,Victor,1904
198,Ursula,736
56,Ray,-1163
8,Hannah,640
180,George,447
164,Ray,1023
312,Charlie,9973
488,Jerry,952
3,Tim,6755
183,Edith,1860
99,Patricia,1331
161,Tim,573
363,Norbert,71
94,Bob,228
203,Edith,5306
445,Dan,140
26,George,558
83,Zelda,6654
185,Quinn,135
315,Ray,4
86,Xavier,347
181,Ursula,842
257,Bob,1142
178,Wendy,899
383,Jerry,2257
45,Oliver,814
10,Tim,-142
154,George,488
151,Jerry,-2165
354,Kevin,1305
439,Michael,-13
463,Tim,756
222,Ingrid,1566
255,Patricia,128
261,Victor,289
240,Tim,772
178,Wendy,878
197,Oliver,-149
187,Kevin,-160
56,Ray,-1154
101,Ingrid,2810
450,Jerry,2235
416,Bob,1064
189,Alice,4996
383,Jerry,2325
499,Yvonne,105
232,Alice,243
261,Victor,302
197,Oliver,-131
81,Victor,1634
310,Wendy,2069
373,Jerry,1295
468,Laura,2081
40,Bob,3392
256,Norbert,5372
4,Dan,82
340,Charlie,3650
352,Ray,728
191,Tim,29
104,Victor,236
233,Frank,108
432,Ingrid,2333
237,Norbert,5625
47,Sarah,91
387,Bob,-18
129,Bob,510
479,Michael,675
15,Victor,53
66,Hannah,655
180,George,548
191,Tim,31
280,Ingrid,-648
182,Charlie,664
297,Alice,908
273,Yvonne,63
12,Hannah,4329
47,Sarah,108
228,Norbert,4753
171,Xavier,6326
381,Bob,3218
299,Kevin,235
131,Ray,1224
109,Kevin,-627
439,Michael,13
433,Alice,5648
145,Ray,1347
82,George,449
341,Bob,303
383,Jerry,2126
178,Wendy,762
129,Bob,547
306,Wendy,70
260,Tim,2619
271,Sarah,4634
240,Tim,652
263,Jerry,83
223,Jerry,3837
129,Bob,561
367,Ursula,555
337,Laura,11
76,Norbert,1034
117,Edith,457
366,Tim,952
63,Alice,919
255,Patricia,126
168,Hannah,107
241,Oliver,3005
116,Sarah,244
343,Dan,-75
298,Dan,1716
176,Edith,665
322,Ingrid,1460
51,Wendy,358
367,Ursula,601
253,Quinn,-632
473,Frank,461
288,Kevin,7942
275,Oliver,713
178,Wendy,893
351,Sarah,117
116,Sarah,259
237,Norbert,5402
382,Charlie,154
240,Tim,799
381,Bob,3094
396,Hannah,977
118,Edith,536
351,Sarah,-3
95,Ingrid,3599
237,Norbert,5578
299,Kevin,216
319,Quinn,1036
459,Frank,5615
67,Patricia,253
79,Norbert,1299
416,Bob,1103
99,Patricia,1306
408,Laura,7
433,Alice,5527
178,Wendy,654
351,Sarah,-53
164,Ray,966
369,Hannah,273
35,Bob,1415
113,Ray,1
297,Alice,868
107,Yvonne,1254
284,Sarah,763
363,Norbert,55
413,Michael,-238
300,Patricia,1890
208,Zelda,1701
391,Ursula,804
352,Ray,706
368,Ray,1413
32,George,1039
320,Quinn,4
83,Zelda,7028
203,Edith,5021
120,Norbert,-586
262,Hannah,316
472,Ingrid,97
95,Ingrid,3593
187,Kevin,-187
422,Wendy,683
122,Frank,1071
23,Charlie,2374
95,Ingrid,3473
384,Victor,16
212,Ingrid,137
373,Jerry,1060
261,Victor,237
341,Bob,-22
384,Victor,21
180,George,518
351,Sarah,120
449,Dan,4246
330,Dan,1849
495,Bob,21
286,Bob,8
208,Zelda,1674
437,Norbert,-505
389,Quinn,1163
299,Kevin,238
318,Norbert,134
275,Oliver,728
153,Edith,725
284,Sarah,876
459,Frank,5199
112,Zelda,3522
56,Ray,-1134
212,Ingrid,148
392,Kevin,258
101,Ingrid,2275
238,Sarah,970
384,Victor,22
232,Alice,97
470,Kevin,-448
237,Norbert,5201
174,Yvonne,-764
445,Dan,155
233,Frank,82
344,Bob,237
275,Oliver,736
183,Edith,2016
432,Ingrid,2358
253,Quinn,-756
168,Hannah,-148
450,Jerry,2774
67,Patricia,228
32,George,941
45,Oliver,618
74,Tim,656
212,Ingrid,122
267,Zelda,347
215,Wendy,235
263,Jerry,103
280,Ingrid,-859
312,Charlie,10604
417,Jerry,1969
208,Zelda,1708
77,Xavier,-597
280,Ingrid,-524
420,George,100
477,Ursula,527
340,Charlie,3591
77,Xavier,-633
280,Ingrid,-352
99,Patricia,1246
311,Laura,101
403,Edith,539
381,Bob,2868
211,Quinn,20
19,Frank,558
341,Bob,-106
289,Wendy,690
71,Jerry,1141
85,Charlie,434
118,Edith,509
369,Hannah,257
432,Ingrid,2523
375,George,67
261,Victor,293
253,Quinn,-663
433,Alice,5592
463,Tim,897
253,Quinn,-861
298,Dan,1717
301,Patricia,-192
57,Xavier,3034
284,Sarah,807
479,Michael,773
455,Yvonne,284
167,Zelda,-82
351,Sarah,138
95,Ingrid,3532
306,Wendy,70
349,Jerry,433
153,Edith,702
416,Bob,1119
472,Ingrid,109
148,Tim,159
148,Tim,115
113,Ray,-108
384,Victor,25
130,Hannah,457
370,Sarah,552
277,Charlie,4554
260,Tim,2722
191,Tim,32
431,Oliver,144
139,Charlie,100
171,Xavier,6486
273,Yvonne,45
50,Bob,100
352,Ray,766
148,Tim,124
198,Ursula,659
107,Yvonne,1389
82,George,462
306,Wendy,71
329,Zelda,630
8,Hannah,562
424,Oliver,1071
431,Oliver,198
57,Xavier,2960
367,Ursula,567
314,Dan,441
32,George,837
122,Frank,1035
182,Charlie,676
344,Bob,229
178,Wendy,875
101,Ingrid,2224
257,Bob,905
462,Yvonne,571
181,Ursula,765
459,Frank,4738
377,Ursula,5090
373,Jerry,1232
151,Jerry,-2245
298,Dan,1605
281,Hannah,-2
178,Wendy,774
126,Laura,58
443,Jerry,19
203,Edith,4911
375,George,3
157,Yvonne,-1070
247,Bob,153
93,Oliver,648
445,Dan,166
337,Laura,11
57,Xavier,2709
405,Quinn,642
115,Charlie,-112
84,Ingrid,5
178,Wendy,662
103,Frank,639
215,Wendy,461
13,Tim,682
203,Edith,5636
256,Norbert,5096
366,Tim,1121
254,Xavier,328
355,Quinn,-461
402,Alice,172
215,Wendy,519
39,Hannah,1606
107,Yvonne,1084
170,Zelda,134
329,Zelda,633
297,Alice,956
297,Alice,932
416,Bob,1081
181,Ursula,645
416,Bob,1035
10,Tim,-70
391,Ursula,772
288,Kevin,8037
261,Victor,286
213,Bob,1497
370,Sarah,399
156,Oliver,6741
489,George,23
470,Kevin,-428
409,Zelda,790
338,Zelda,122
68,Norbert,34
340,Charlie,3657
351,Sarah,32
372,Dan,647
475,Patricia,322
240,Tim,798
443,Jerry,-26
275,Oliver,713
151,Jerry,-2123
83,Zelda,6408
377,Ursula,5390
363,Norbert,94
271,Sarah,4695
45,Oliver,708
363,Norbert,50
167,Zelda,-83
93,Oliver,583
33,George,6617
198,Ursula,730
63,Alice,733
275,Oliver,749
178,Wendy,778
342,Laura,2108
108,Quinn,2641
413,Michael,-304
81,Victor,1855
240,Tim,754
83,Zelda,6463
340,Charlie,3131
113,Ray,-17
453,Dan,3032
374,Kevin,917
187,Kevin,-179
479,Michael,848
329,Zelda,551
45,Oliver,779
254,Xavier,265
181,Ursula,678
58,Yvonne,-180
485,Oliver,4442
166,Xavier,3495
156,Oliver,5972
296,Xavier,451
0,Xavier,4153
93,Oliver,620
178,Wendy,722
288,Kevin,8130
57,Xavier,3295
177,Michael,278
472,Ingrid,118
154,George,324
461,Michael,2667
183,Edith,2472
414,George,1542
233,Frank,117
169,Patricia,6
154,George,853
447,Tim,143
286,Bob,3
450,Jerry,2711
261,Victor,326
298,Dan,1814
459,Frank,4856
422,Wendy,669
309,Norbert,367
139,Charlie,103
330,Dan,2209
446,Ray,684
324,Jerry,112
53,Norbert,630
95,Ingrid,3536
309,Norbert,400
223,Jerry,3896
259,Hannah,2282
126,Laura,0
450,Jerry,2294
358,Ingrid,2455
431,Oliver,209
40,Bob,3004
363,Norbert,45
246,Patricia,3178
261,Victor,296
440,Ray,1798
309,Norbert,366
115,Charlie,24
312,Charlie,9764
95,Ingrid,3639
340,Charlie,3425
191,Tim,33
95,Ingrid,3599
178,Wendy,813
316,Patricia,133
258,Norbert,-42
198,Ursula,703
208,Zelda,1705
27,Quinn,5363
39,Hannah,1441
253,Quinn,-640
430,Patricia,207
210,Dan,3739
27,Quinn,5655
341,Bob,-136
114,Ray,663
96,Ray,-21
236,Tim,4204
286,Bob,10
377,Ursula,5404
157,Yvonne,-1013
256,Norbert,4973
154,George,929
280,Ingrid,-392
214,Xavier,1363
260,Tim,2748
459,Frank,4405
237,Norbert,5565
56,Ray,-1424
183,Edith,2353
316,Patricia,250
292,Dan,4687
450,Jerry,2466
260,Tim,2760
45,Oliver,744
199,Alice,2043
279,Alice,357
271,Sarah,4522
216,George,916
215,Wendy,529
314,Dan,491
375,George,-64
329,Zelda,549
82,George,420
109,Kevin,-708
332,Zelda,382
354,Kevin,1250
84,Ingrid,11
63,Alice,846
12,Hannah,3876
303,Hannah,1953
208,Zelda,1689
377,Ursula,5506
474,Xavier,141
101,Ingrid,2650
146,Jerry,2490
77,Xavier,-682
443,Jerry,34
191,Tim,29
391,Ursula,798
309,Norbert,423
432,Ingrid,2268
45,Oliver,478
196,Sarah,434
191,Tim,23
70,Sarah,279
262,Hannah,308
414,George,1415
30,George,203
379,Frank,399
86,Xavier,313
337,Laura,13
240,Tim,807
82,George,453
223,Jerry,3954
104,Victor,255
176,Edith,663
151,Jerry,-2138
29,Norbert,666
13,Tim,690
126,Laura,101
58,Yvonne,-164
113,Ray,15
178,Wendy,828
309,Norbert,380
233,Frank,106
109,Kevin,-683
56,Ray,-1084
261,Victor,324
164,Ray,1118
450,Jerry,2640
417,Jerry,2040
211,Quinn,27
77,Xavier,-687
81,Victor,1886
439,Michael,-10
199,Alice,1942
299,Kevin,224
444,Quinn,167
68,Norbert,37
280,Ingrid,60
299,Kevin,207
223,Jerry,4044
248,Oliver,3185
257,Bob,919
459,Frank,4554
366,Tim,1584
157,Yvonne,-423
462,Yvonne,565
117,Edith,372
437,Norbert,-558
103,Frank,583
144,Patricia,6694
96,Ray,-22
369,Hannah,278
419,Dan,1367
101,Ingrid,2504
246,Patricia,3110
375,George,-52
314,Dan,811
419,Dan,1324
329,Zelda,539
198,Ursula,793
71,Jerry,1304
116,Sarah,232
257,Bob,920
191,Tim,28
109,Kevin,-642
156,Oliver,7063
342,Laura,1874
408,Laura,6
260,Tim,2291
160,Frank,15251
84,Ingrid,8
181,Ursula,665
309,Norbert,364
85,Charlie,599
104,Victor,199
9,Wendy,29
405,Quinn,504
125,Yvonne,68
86,Xavier,343
85,Charlie,448
178,Wendy,835
113,Ray,-41
443,Jerry,58
393,George,268
113,Ray,14
204,Tim,-79
468,Laura,1882
253,Quinn,-767
388,George,1670
404,Xavier,3259
340,Charlie,3616
222,Ingrid,1626
319,Quinn,672
84,Ingrid,7
344,Bob,236
351,Sarah,222
256,Norbert,5166
224,Hannah,-3
77,Xavier,-616
367,Ursula,636
81,Victor,1745
145,Ray,976
198,Ursula,668
259,Hannah,2222
299,Kevin,224
251,Ursula,-47
253,Quinn,-724
370,Sarah,495
260,Tim,2487
363,Norbert,89
349,Jerry,426
50,Bob,68
354,Kevin,1386
296,Xavier,452
164,Ray,907
410,Kevin,-240
416,Bob,1116
157,Yvonne,375
369,Hannah,269
329,Zelda,578
420,George,111
306,Wendy,73
47,Sarah,111
217,Ingrid,250
45,Oliver,598
157,Yvonne,-60
116,Sarah,256
81,Victor,1766
191,Tim,22
95,Ingrid,3432
327,Laura,-53
191,Tim,30
343,Dan,67
297,Alice,905
116,Sarah,221
383,Jerry,2135
459,Frank,4827
67,Patricia,229
145,Ray,1252
90,Wendy,523
83,Zelda,6484
135,Jerry,1643
19,Frank,783
160,Frank,14144
483,Hannah,176
299,Kevin,202
209,George,2823
257,Bob,857
341,Bob,115
409,Zelda,848
19,Frank,877
99,Patricia,1440
32,George,895
171,Xavier,6459
68,Norbert,37
482,Dan,2299
313,Dan,3563
439,Michael,46
205,Quinn,129
7,Tim,610
384,Victor,28
408,Laura,6
160,Frank,14521
57,Xavier,2685
258,Norbert,-45
275,Oliver,779
370,Sarah,521
233,Frank,111
261,Victor,285
475,Patricia,372
104,Victor,152
184,Xavier,7427
314,Dan,699
160,Frank,14908
317,Norbert,109
257,Bob,866
396,Hannah,968
59,Alice,683
408,Laura,6
168,Hannah,-168
180,George,586
95,Ingrid,3340
360,Ray,332
372,Dan,600
228,Norbert,4655
23,Charlie,1984
240,Tim,777
419,Dan,821
313,Dan,3884
84,Ingrid,8
213,Bob,1551
358,Ingrid,2435
271,Sarah,4847
396,Hannah,899
203,Edith,5098
210,Dan,3952
172,Alice,13
104,Victor,228
60,Edith,6183
317,Norbert,91
340,Charlie,3763
280,Ingrid,-388
160,Frank,14218
54,Michael,25
421,Michael,522
450,Jerry,2485
182,Charlie,639
241,Oliver,2674
409,Zelda,825
473,Frank,448
123,Michael,-50
160,Frank,15420
385,Wendy,-222
340,Charlie,3330
340,Charlie,3765
47,Sarah,96
154,George,528
432,Ingrid,2319
109,Kevin,-683
154,George,825
32,George,876
70,Sarah,463
189,Alice,5275
227,Edith,475
277,Charlie,4545
256,Norbert,5122
210,Dan,3768
391,Ursula,808
95,Ingrid,3706
107,Yvonne,1215
180,George,533
322,Ingrid,1539
108,Quinn,2706
86,Xavier,364
94,Bob,226
373,Jerry,1198
191,Tim,24
144,Patricia,5788
160,Frank,15450
183,Edith,2101
320,Quinn,6
13,Tim,649
399,George,-92
400,Ingrid,475
36,George,369
479,Michael,769
280,Ingrid,-587
446,Ray,646
332,Zelda,454
32,George,731
383,Jerry,2168
271,Sarah,4780
129,Bob,503
332,Zelda,364
312,Charlie,10488
223,Jerry,4077
64,Michael,-540
180,George,515
327,Laura,-67
450,Jerry,2185
405,Quinn,619
70,Sarah,230
318,Norbert,87
210,Dan,3653
231,Hannah,7
68,Norbert,35
196,Sarah,430
56,Ray,-1341
8,Hannah,563
251,Ursula,-16
118,Edith,430
171,Xavier,6275
383,Jerry,2502
91,Sarah,132
187,Kevin,-170
432,Ingrid,2377
384,Victor,18
498,Tim,1199
174,Yvonne,-505
27,Quinn,4948
108,Quinn,2542
233,Frank,102
171,Xavier,6453
369,Hannah,239
255,Patricia,120
148,Tim,125
375,George,12
233,Frank,100
107,Yvonne,1358
112,Zelda,3906
87,Xavier,2367
484,Charlie,1204
315,Ray,7
434,Ingrid,377
338,Zelda,190
233,Frank,119
206,Victor,1567
191,Tim,20
181,Ursula,699
227,Edith,521
8,Hannah,592
432,Ingrid,2372
114,Ray,494
493,Tim,172
436,Ingrid,499
109,Kevin,-718
472,Ingrid,103
70,Sarah,298
234,Bob,1977
356,Victor,1433
68,Norbert,38
237,Norbert,5822
222,Ingrid,1466
13,Tim,650
405,Quinn,646
445,Dan,164
314,Dan,756
33,George,6267
184,Xavier,7539
461,Michael,2569
178,Wendy,777
415,Frank,1653
63,Alice,833
142,Wendy,493
108,Quinn,2651
240,Tim,773
260,Tim,2604
280,Ingrid,-136
184,Xavier,8058
479,Michael,728
419,Dan,1223
445,Dan,146
374,Kevin,1267
332,Zelda,409
167,Zelda,-78
152,Patricia,368
171,Xavier,6517
320,Quinn,9
53,Norbert,505
297,Alice,973
257,Bob,955
92,Charlie,63
381,Bob,3151
153,Edith,615
320,Quinn,6
381,Bob,3106
329,Zelda,540
462,Yvonne,592
75,Ray,53
306,Wendy,73
320,Quinn,6
309,Norbert,404
113,Ray,77
222,Ingrid,1526
314,Dan,695
306,Wendy,71
273,Yvonne,12
479,Michael,995
122,Frank,1069
426,Jerry,367
170,Zelda,82
417,Jerry,1886
245,Hannah,1485
170,Zelda,13
419,Dan,763
473,Frank,489
187,Kevin,-170
424,Oliver,1069
341,Bob,-92
299,Kevin,221
191,Tim,27
111,Alice,5664
375,George,-42
3,Tim,7322
107,Yvonne,1195
257,Bob,841
103,Frank,639
483,Hannah,243
217,Ingrid,235
432,Ingrid,2429
351,Sarah,108
129,Bob,626
251,Ursula,-11
63,Alice,951
56,Ray,-1188
392,Kevin,218
205,Quinn,101
95,Ingrid,3948
223,Jerry,4329
125,Yvonne,21
272,Hannah,340
240,Tim,864
416,Bob,1079
135,Jerry,1494
184,Xavier,7366
260,Tim,2642
433,Alice,5567
83,Zelda,6707
493,Tim,133
128,Sarah,189
350,Kevin,6251
53,Norbert,569
247,Bob,171
168,Hannah,-26
46,Xavier,44
45,Oliver,573
168,Hannah,12
261,Victor,271
340,Charlie,3528
280,Ingrid,-440
101,Ingrid,2230
251,Ursula,-17
462,Yvonne,553
298,Dan,2082
299,Kevin,223
172,Alice,12
199,Alice,1953
358,Ingrid,2225
323,George,5453
312,Charlie,9966
379,Frank,455
415,Frank,1470
261,Victor,290
109,Kevin,-756
157,Yvonne,-192
261,Victor,342
77,Xavier,-511
352,Ray,759
223,Jerry,3809
233,Frank,91
160,Frank,13884
84,Ingrid,7
24,Dan,-37
381,Bob,3130
261,Victor,304
396,Hannah,962
222,Ingrid,1601
206,Victor,1576
479,Michael,728
167,Zelda,-81
39,Hannah,1209
306,Wendy,69
340,Charlie,3584
356,Victor,1305
387,Bob,-20
422,Wendy,710
154,George,1071
375,George,-72
208,Zelda,1620
257,Bob,774
280,Ingrid,88
131,Ray,1026
178,Wendy,770
373,Jerry,1167
489,George,20
